x,y
0.0,77.03951204312722
0.24242424242424243,95.29424521368631
0.48484848484848486,91.01358027861485
0.7272727272727273,53.790923651628326
0.9696969696969697,106.747467163414
1.2121212121212122,59.93755817925934
1.4545454545454546,93.74706809438908
1.696969696969697,84.3473384195982
1.9393939393939394,84.2829405641467
2.1818181818181817,124.26031184380331
2.4242424242424243,103.77492252973408
2.666666666666667,109.08197572038175
2.909090909090909,78.18373810187772
3.1515151515151514,138.90806004603684
3.393939393939394,105.27852584471077
3.6363636363636367,89.01465496442684
3.878787878787879,110.55299935934467
4.121212121212121,129.94405401547863
4.363636363636363,161.31228571825602
4.606060606060606,153.70071205918543
4.848484848484849,141.76164061890285
5.090909090909091,81.68649081005454
5.333333333333334,83.76342784130162
5.575757575757576,81.75756091032238
5.818181818181818,162.3339428281296
6.0606060606060606,165.45234594615204
6.303030303030303,82.30744904100575
6.545454545454546,175.9357670849138
6.787878787878788,164.07726730045556
7.03030303030303,112.96453812356049
7.272727272727273,129.94039231586657
7.515151515151516,107.47085392349247
7.757575757575758,104.0401843038774
8.0,119.75102541373197
8.242424242424242,111.56023712453114
8.484848484848484,124.56306780415727
8.727272727272727,98.03718516411178
8.96969696969697,129.44006148977437
9.212121212121213,175.39043151864632
9.454545454545455,159.32077864891954
9.696969696969697,174.33511764079154
9.93939393939394,140.48356061122024
10.181818181818182,151.8314579389613
10.424242424242424,182.45878997802697
10.666666666666668,184.2738883233035
10.90909090909091,110.11649174852249
11.151515151515152,179.32745309555503
11.393939393939394,126.57929416141913
11.636363636363637,164.5399841715697
11.878787878787879,145.74651755325613
12.121212121212121,183.62728334572915
12.363636363636363,194.40591561753172
12.606060606060606,182.97552590584945
12.84848484848485,147.4527283243465
13.090909090909092,200.29929088782643
13.333333333333334,175.12804754820775
13.575757575757576,152.67827734433098
13.818181818181818,195.4516972563944
14.06060606060606,196.8787236179694
14.303030303030303,163.3188795617343
14.545454545454547,164.72032167428983
14.787878787878789,120.13323677565744
15.030303030303031,106.25021022065278
15.272727272727273,194.69960621662614
15.515151515151516,139.29006643422173
15.757575757575758,174.51760372834013
16.0,120.11100610920002
16.242424242424242,174.89418702669252
16.484848484848484,180.77865433961537
16.727272727272727,141.48791922583243
16.96969696969697,119.33216435256924
17.21212121212121,161.88205910916253
17.454545454545453,177.9863496887661
17.6969696969697,196.83994343914856
17.93939393939394,128.4317986444808
18.181818181818183,177.2230252884558
18.424242424242426,197.81307529993546
18.666666666666668,202.13501522214108
18.90909090909091,140.65738966536364
19.151515151515152,198.31124074966334
19.393939393939394,196.00944971639095
19.636363636363637,123.03792466412187
19.87878787878788,120.86280282968659
20.12121212121212,192.71865276344784
20.363636363636363,143.81683144623645
20.606060606060606,215.48819068169155
20.848484848484848,182.98759751979176
21.09090909090909,154.63814521913787
21.333333333333336,182.86470010109164
21.575757575757578,154.16131894811974
21.81818181818182,187.59344952070762
22.060606060606062,168.97825203292442
22.303030303030305,151.3144171951274
22.545454545454547,213.98413733451525
22.78787878787879,159.39922247011094
23.03030303030303,218.89213913526862
23.272727272727273,177.19475124226838
23.515151515151516,157.77018562465616
23.757575757575758,133.0292844551726
24.0,173.1135430573642
