x,y
0.0,430.3320338114851
0.24242424242424243,451.07468627954415
0.48484848484848486,438.806911759535
0.7272727272727273,407.008752802225
0.9696969696969697,415.1459545973969
1.2121212121212122,454.37067264490577
1.4545454545454546,441.9280466409537
1.696969696969697,429.32841060539135
1.9393939393939394,455.51397026468186
2.1818181818181817,457.8071712762232
2.4242424242424243,456.6397676689103
2.666666666666667,434.3550813935091
2.909090909090909,478.5585357769404
3.1515151515151514,487.0240287306491
3.393939393939394,490.19425895928805
3.6363636363636367,433.44145387385583
3.878787878787879,431.70309642309047
4.121212121212121,435.4506338822664
4.363636363636363,495.46446425046616
4.606060606060606,447.97730600811803
4.848484848484849,496.90150155480825
5.090909090909091,491.373895223061
5.333333333333334,438.4736869452788
5.575757575757576,435.466807598046
5.818181818181818,471.2916260189045
6.0606060606060606,453.09952149852796
6.303030303030303,513.2532112626936
6.545454545454546,470.5101747188531
6.787878787878788,518.171157120425
7.03030303030303,515.8480361600388
7.272727272727273,517.9732539858583
7.515151515151516,541.4435285125878
7.757575757575758,506.6895663681222
8.0,546.4275606023016
8.242424242424242,450.1779774146375
8.484848484848484,477.92801119185776
8.727272727272727,477.596718528384
8.96969696969697,471.62512961286046
9.212121212121213,545.5448341695972
9.454545454545455,494.8930355327049
9.696969696969697,538.6272523955682
9.93939393939394,472.9458014445995
10.181818181818182,524.8981800709456
10.424242424242424,454.5866809260015
10.666666666666668,534.1793383648869
10.90909090909091,459.9822162402195
11.151515151515152,523.0433339353202
11.393939393939394,516.676904676299
11.636363636363637,576.7405620785271
11.878787878787879,539.6294387050061
12.121212121212121,523.9699868867526
12.363636363636363,523.5527101555228
12.606060606060606,538.7292594851059
12.84848484848485,545.1478558398184
13.090909090909092,575.4442479870895
13.333333333333334,550.2545897866155
13.575757575757576,507.2086048419767
13.818181818181818,498.9863242332333
14.06060606060606,572.1862689246864
14.303030303030303,538.9122434013666
14.545454545454547,551.2015073645712
14.787878787878789,499.3108702729063
15.030303030303031,560.7064857730777
15.272727272727273,477.9476824736454
15.515151515151516,508.18208561891265
15.757575757575758,490.845044743277
16.0,505.1035253742127
16.242424242424242,544.0729694020912
16.484848484848484,540.8081045793205
16.727272727272727,501.2372110956333
16.96969696969697,531.4090823159044
17.21212121212121,515.7365100098194
17.454545454545453,549.1919030875167
17.6969696969697,540.703942466288
17.93939393939394,472.7071717238554
18.181818181818183,520.740283866055
18.424242424242426,555.3789013256587
18.666666666666668,472.51527914898827
18.90909090909091,528.9842099695611
19.151515151515152,504.1844514973818
19.393939393939394,501.50277012588026
19.636363636363637,498.20752160534175
19.87878787878788,497.47218897847046
20.12121212121212,519.9955712431952
20.363636363636363,534.0892603290855
20.606060606060606,544.2943664244431
20.848484848484848,527.056537942067
21.09090909090909,509.7430663853091
21.333333333333336,497.5046854187248
21.575757575757578,522.9199514175448
21.81818181818182,526.3623824317713
22.060606060606062,523.0974876887824
22.303030303030305,520.6770372685119
22.545454545454547,534.9306503123323
22.78787878787879,528.35681240092
23.03030303030303,519.7274815251347
23.272727272727273,506.9147950369854
23.515151515151516,500.3631834082148
23.757575757575758,480.9983829368263
24.0,502.66823129123753
